source_intersection,dest_intersection,intersection_topology,zone_type,time_of_day,day_of_week,weather_severity,road_friction,elevation_gradient,speed_limit,congestion_raw,traffic_volume_10hr,avg_speed_10hr,accident_occurred
31,29,T-Junction,Commercial,Evening_Rush,Weekday,5.6,0.46,0.6,30,74.37,"[650, 734, 533, 519, 547, 657, 722, 476, 450, 833]","[29.6, 27.8, 23.3, 23.0, 21.3, 17.3, 17.5, 10.7, 8.1, 6.5]",1
40,15,Roundabout,Industrial,Midday,Weekday,1.95,0.8,1.9,75,1.05,"[273, 261, 185, 265, 231, 220, 251, 201, 193, 119]","[76.2, 70.3, 66.9, 64.2, 53.1, 63.9, 71.1, 72.2, 70.7, 68.3]",0
22,48,Roundabout,Residential,Midday,Weekday,0.36,0.66,-1.6,45,38.21,"[315, 233, 304, 230, 205, 199, 196, 282, 212, 198]","[44.1, 42.1, 45.3, 43.1, 36.7, 40.9, 41.1, 35.9, 35.0, 37.1]",0
20,40,Roundabout,Commercial,Midday,Weekend,3.82,0.91,0.3,45,62.24,"[351, 229, 311, 226, 294, 295, 297, 269, 318, 268]","[49.1, 32.4, 42.2, 41.9, 35.8, 43.4, 33.0, 37.2, 30.5, 48.3]",0
18,21,4-Way,Commercial,Midday,Weekend,4.33,0.81,-6.1,75,28.97,"[238, 358, 290, 272, 220, 197, 276, 246, 183, 174]","[62.7, 76.6, 78.6, 68.5, 68.2, 65.8, 62.8, 74.4, 76.9, 63.0]",0
24,1,Highway-Exit,Residential,Morning_Rush,Weekday,0.3,0.62,-1.6,30,9.86,"[245, 227, 228, 309, 184, 273, 286, 242, 294, 257]","[33.1, 19.4, 25.3, 26.6, 13.6, 21.6, 22.9, 31.7, 23.5, 22.9]",0
22,18,4-Way,Commercial,Late_Night,Weekday,2.09,0.77,7.0,60,42.92,"[290, 169, 146, 231, 177, 179, 278, 293, 289, 305]","[60.2, 43.4, 56.3, 51.4, 50.3, 56.8, 45.3, 45.2, 57.2, 56.4]",0
18,48,4-Way,Industrial,Evening_Rush,Weekend,9.54,0.86,1.6,75,87.81,"[613, 512, 674, 668, 608, 482, 557, 683, 732, 567]","[74.5, 68.0, 62.2, 53.8, 42.5, 44.1, 38.6, 27.1, 19.5, 14.7]",1
4,36,4-Way,Residential,Midday,Weekday,1.2,0.77,-0.1,60,52.59,"[240, 299, 252, 210, 184, 293, 279, 303, 201, 341]","[45.3, 57.5, 44.5, 50.0, 61.8, 58.2, 51.3, 51.4, 54.5, 56.6]",0
18,1,4-Way,Residential,Midday,Weekday,4.1,0.77,9.5,45,22.29,"[312, 227, 169, 257, 227, 184, 264, 239, 265, 205]","[42.9, 33.9, 36.4, 39.3, 49.2, 44.4, 45.9, 47.6, 58.5, 40.7]",0
34,10,T-Junction,Commercial,Midday,Weekday,1.53,0.68,-6.8,75,24.55,"[321, 300, 299, 338, 229, 225, 265, 240, 265, 328]","[65.1, 66.0, 68.4, 66.4, 57.9, 64.6, 70.9, 74.7, 61.7, 61.7]",0
11,32,T-Junction,Residential,Midday,Weekday,2.4,0.86,-5.5,60,0.0,"[251, 146, 227, 163, 318, 211, 332, 305, 217, 196]","[53.0, 53.5, 55.7, 50.1, 57.7, 55.3, 52.3, 50.4, 53.1, 49.9]",0
38,8,T-Junction,Commercial,Midday,Weekday,0.0,0.74,8.6,30,43.4,"[252, 254, 263, 338, 243, 300, 261, 238, 244, 247]","[28.4, 22.2, 19.7, 30.3, 31.5, 30.7, 27.8, 30.8, 30.6, 30.9]",0
24,24,Highway-Exit,Industrial,Morning_Rush,Weekday,2.19,0.04,0.2,75,77.82,"[514, 490, 561, 598, 575, 412, 772, 572, 617, 724]","[70.3, 67.3, 60.9, 54.3, 48.0, 44.6, 36.3, 30.2, 21.8, 12.2]",1
4,5,4-Way,Residential,Late_Night,Weekday,2.91,0.76,-1.2,60,16.23,"[146, 173, 267, 251, 239, 231, 350, 208, 296, 250]","[53.7, 59.9, 61.3, 52.8, 58.0, 55.8, 54.0, 55.0, 50.6, 52.5]",0
11,10,Highway-Exit,Commercial,Morning_Rush,Weekday,8.34,0.56,-6.0,75,92.08,"[541, 690, 590, 470, 527, 280, 550, 603, 586, 798]","[76.1, 69.4, 58.4, 54.3, 47.4, 40.1, 33.4, 24.7, 19.1, 16.7]",1
26,26,Highway-Exit,Commercial,Evening_Rush,Weekday,4.0,0.29,2.2,75,92.76,"[585, 549, 599, 716, 600, 654, 515, 538, 635, 789]","[77.9, 69.5, 62.0, 57.8, 49.9, 37.1, 32.9, 29.0, 18.1, 13.2]",1
3,7,T-Junction,Commercial,Evening_Rush,Weekday,3.36,0.97,2.7,45,35.69,"[215, 237, 235, 235, 291, 236, 230, 182, 301, 216]","[35.1, 41.6, 36.7, 37.9, 41.8, 38.9, 52.1, 40.1, 43.6, 30.8]",0
18,44,Roundabout,Residential,Morning_Rush,Weekend,1.37,0.84,-5.5,45,45.36,"[206, 195, 202, 270, 301, 267, 238, 218, 305, 353]","[41.2, 45.2, 42.2, 44.3, 34.7, 38.1, 42.5, 46.6, 36.4, 30.3]",0
44,30,Roundabout,Commercial,Midday,Weekday,0.05,0.83,-0.7,30,45.47,"[225, 300, 170, 191, 257, 244, 279, 188, 233, 309]","[21.0, 34.4, 21.7, 31.2, 25.1, 21.3, 24.5, 29.7, 27.0, 32.6]",0
46,26,Roundabout,Residential,Midday,Weekday,6.61,0.79,-1.7,45,15.91,"[321, 190, 187, 184, 205, 305, 278, 222, 249, 320]","[50.0, 41.8, 27.2, 42.0, 45.2, 41.6, 44.1, 42.3, 34.3, 36.1]",0
23,43,Roundabout,Commercial,Midday,Weekend,1.73,0.79,1.3,45,81.13,"[233, 303, 211, 272, 265, 329, 247, 162, 282, 356]","[44.1, 36.6, 35.1, 35.7, 50.5, 38.9, 37.2, 39.7, 38.9, 48.3]",0
41,40,T-Junction,Residential,Evening_Rush,Weekend,2.81,0.77,-5.6,45,30.58,"[199, 309, 256, 310, 329, 254, 234, 253, 245, 167]","[48.3, 41.7, 34.7, 30.2, 28.9, 44.4, 37.4, 38.2, 42.9, 37.9]",0
27,46,Roundabout,Industrial,Midday,Weekday,5.02,0.77,6.3,60,53.12,"[277, 254, 245, 171, 209, 280, 215, 310, 367, 282]","[61.5, 57.6, 51.3, 55.0, 64.1, 51.4, 48.8, 48.3, 52.9, 49.0]",0
32,4,T-Junction,Residential,Evening_Rush,Weekday,10.0,0.85,4.6,75,55.38,"[333, 260, 298, 235, 192, 184, 204, 267, 275, 280]","[60.1, 67.5, 62.4, 69.5, 69.9, 61.6, 72.3, 79.2, 71.7, 66.7]",0
34,14,T-Junction,Residential,Midday,Weekend,4.2,0.06,-1.8,45,78.55,"[568, 579, 523, 625, 486, 411, 621, 602, 542, 471]","[45.6, 39.0, 36.7, 36.5, 30.3, 22.3, 18.5, 17.3, 10.2, 5.0]",1
49,1,Roundabout,Commercial,Midday,Weekend,3.9,0.69,-1.1,60,52.14,"[276, 266, 272, 263, 246, 216, 275, 326, 224, 198]","[48.3, 49.7, 55.0, 43.3, 56.2, 57.2, 45.0, 49.1, 54.4, 53.3]",0
15,14,4-Way,Commercial,Morning_Rush,Weekend,7.9,0.0,-0.7,75,79.76,"[651, 585, 726, 567, 501, 493, 673, 602, 663, 661]","[71.0, 66.1, 59.6, 53.4, 47.5, 43.7, 37.4, 27.7, 21.2, 13.6]",1
11,30,Roundabout,Residential,Midday,Weekend,1.92,1.0,-3.9,45,11.65,"[254, 260, 290, 289, 134, 242, 319, 228, 306, 234]","[41.4, 34.8, 35.0, 44.1, 44.9, 40.6, 34.4, 40.7, 46.8, 49.2]",0
15,19,Roundabout,Commercial,Midday,Weekday,1.56,0.85,-2.2,45,33.35,"[234, 167, 292, 236, 297, 264, 205, 252, 315, 242]","[35.3, 32.6, 36.6, 38.4, 44.6, 34.9, 48.3, 33.8, 52.2, 49.1]",0
10,2,Roundabout,Commercial,Midday,Weekday,0.75,0.83,-1.4,75,27.75,"[257, 167, 247, 230, 186, 264, 208, 214, 239, 221]","[77.9, 64.8, 69.7, 68.2, 69.3, 69.6, 71.9, 68.8, 68.6, 67.8]",0
42,41,Highway-Exit,Commercial,Midday,Weekday,2.92,0.69,8.1,60,30.77,"[243, 204, 246, 262, 270, 259, 238, 247, 222, 265]","[52.9, 54.9, 59.0, 50.5, 57.0, 54.2, 64.1, 52.9, 57.5, 54.1]",0
27,38,4-Way,Commercial,Evening_Rush,Weekday,9.18,0.2,4.7,60,94.26,"[461, 547, 688, 556, 377, 596, 490, 613, 755, 676]","[63.1, 53.5, 49.0, 41.9, 37.3, 31.5, 25.4, 25.4, 13.1, 14.7]",1
22,9,T-Junction,Commercial,Midday,Weekday,4.89,0.79,4.7,30,62.53,"[312, 274, 194, 170, 222, 281, 250, 197, 307, 334]","[25.9, 27.5, 19.5, 24.9, 29.6, 28.8, 24.5, 25.6, 24.8, 25.6]",0
45,25,4-Way,Industrial,Evening_Rush,Weekday,1.96,0.07,1.8,75,100.0,"[642, 403, 592, 634, 542, 552, 554, 552, 600, 612]","[70.8, 69.6, 61.1, 58.9, 46.0, 39.9, 34.6, 29.2, 17.8, 13.3]",1
16,9,T-Junction,Commercial,Midday,Weekday,3.84,0.7,-5.6,30,59.56,"[279, 202, 318, 227, 205, 280, 330, 270, 313, 333]","[22.4, 31.7, 19.4, 29.1, 26.6, 33.2, 32.9, 29.8, 28.5, 29.5]",0
18,39,Roundabout,Residential,Late_Night,Weekend,2.07,0.82,-0.2,60,65.41,"[253, 246, 322, 328, 242, 261, 254, 169, 233, 329]","[50.3, 64.6, 59.9, 56.0, 56.8, 49.4, 52.7, 61.2, 50.9, 59.3]",0
10,12,Highway-Exit,Commercial,Morning_Rush,Weekday,5.21,0.52,4.9,45,76.96,"[462, 480, 790, 598, 546, 736, 724, 692, 543, 571]","[45.6, 42.4, 36.0, 33.3, 29.5, 27.6, 22.5, 14.0, 12.6, 7.1]",1
3,20,T-Junction,Residential,Morning_Rush,Weekday,6.22,0.29,-6.3,30,80.3,"[656, 692, 610, 573, 606, 620, 535, 478, 394, 726]","[31.0, 28.1, 27.2, 19.5, 15.9, 17.4, 14.6, 7.9, 9.4, 5.2]",1
9,33,4-Way,Commercial,Morning_Rush,Weekday,6.65,0.32,3.2,60,81.99,"[519, 566, 355, 540, 529, 655, 584, 663, 345, 516]","[61.1, 54.0, 51.0, 40.4, 40.1, 32.1, 26.5, 24.6, 19.7, 14.1]",1
18,43,4-Way,Industrial,Midday,Weekday,2.28,0.65,11.6,60,52.88,"[351, 313, 210, 257, 231, 351, 305, 240, 293, 188]","[55.3, 49.3, 45.6, 57.9, 58.5, 56.3, 53.1, 47.7, 48.2, 49.2]",0
35,31,T-Junction,Industrial,Evening_Rush,Weekend,1.28,0.86,5.3,45,44.54,"[238, 303, 303, 167, 215, 213, 123, 278, 237, 244]","[47.2, 40.9, 38.3, 43.4, 45.8, 42.0, 43.9, 39.8, 40.1, 41.1]",0
42,8,T-Junction,Commercial,Morning_Rush,Weekday,5.2,0.46,7.1,75,85.35,"[524, 543, 737, 800, 759, 467, 458, 480, 613, 319]","[73.8, 71.1, 63.6, 54.0, 47.5, 42.8, 36.9, 27.3, 21.2, 13.9]",1
38,29,Roundabout,Industrial,Evening_Rush,Weekend,0.0,0.71,1.1,60,65.9,"[183, 239, 235, 186, 282, 274, 284, 211, 150, 273]","[50.7, 49.5, 47.7, 52.6, 61.9, 51.5, 48.6, 57.3, 54.9, 43.4]",0
40,0,Highway-Exit,Industrial,Late_Night,Weekday,6.83,0.41,4.8,30,63.24,"[666, 812, 339, 476, 315, 592, 699, 610, 739, 683]","[33.4, 29.7, 23.9, 22.1, 17.6, 16.2, 14.1, 11.2, 11.4, 5.3]",1
21,11,T-Junction,Industrial,Morning_Rush,Weekday,9.52,0.26,-3.6,45,75.07,"[506, 513, 665, 459, 579, 732, 629, 592, 596, 497]","[43.3, 40.6, 37.5, 34.9, 29.2, 27.7, 24.2, 18.6, 15.4, 7.0]",1
1,43,4-Way,Industrial,Midday,Weekday,5.33,0.83,4.0,75,26.38,"[192, 275, 182, 235, 288, 320, 237, 217, 266, 196]","[66.6, 67.5, 67.4, 67.9, 63.3, 63.9, 63.8, 59.4, 69.2, 72.0]",0
32,34,Roundabout,Commercial,Morning_Rush,Weekday,6.53,0.23,3.3,75,82.53,"[679, 573, 518, 674, 663, 621, 774, 597, 574, 560]","[71.9, 69.7, 61.5, 56.0, 52.0, 40.9, 30.3, 29.3, 22.0, 13.5]",1
39,23,Highway-Exit,Residential,Morning_Rush,Weekend,5.21,0.3,1.4,75,73.7,"[639, 678, 505, 569, 747, 527, 606, 337, 451, 615]","[77.5, 65.6, 61.8, 54.2, 50.2, 39.2, 35.9, 27.0, 22.1, 15.1]",1
26,39,T-Junction,Commercial,Midday,Weekday,0.82,0.98,6.6,60,51.03,"[237, 273, 252, 243, 232, 253, 261, 200, 232, 197]","[53.8, 51.0, 57.9, 57.4, 49.4, 54.0, 57.2, 53.1, 50.4, 48.5]",0
18,44,4-Way,Commercial,Evening_Rush,Weekend,3.25,0.21,-2.7,75,73.69,"[685, 690, 579, 676, 303, 732, 584, 614, 567, 739]","[72.9, 71.3, 62.5, 56.2, 47.7, 39.1, 36.9, 29.0, 24.4, 14.6]",1
47,48,T-Junction,Industrial,Late_Night,Weekday,6.5,0.63,-0.9,60,72.7,"[229, 319, 345, 250, 212, 290, 237, 279, 237, 328]","[50.5, 56.4, 51.6, 52.6, 51.9, 57.7, 58.6, 56.8, 53.5, 54.7]",0
45,9,Highway-Exit,Commercial,Midday,Weekend,4.8,0.39,0.5,45,74.27,"[689, 692, 330, 572, 577, 666, 593, 671, 492, 626]","[46.8, 38.1, 42.0, 35.4, 29.0, 23.3, 20.6, 17.2, 13.9, 12.0]",1
3,46,Roundabout,Residential,Midday,Weekday,3.51,0.97,-5.1,45,23.23,"[226, 278, 185, 229, 268, 284, 212, 227, 323, 308]","[41.5, 29.3, 53.1, 40.4, 38.9, 37.9, 42.4, 42.4, 45.3, 35.9]",0
18,23,T-Junction,Industrial,Evening_Rush,Weekend,7.32,0.53,1.1,75,71.91,"[568, 803, 622, 582, 505, 650, 703, 687, 574, 636]","[78.3, 70.5, 60.1, 49.9, 48.9, 43.3, 32.8, 28.3, 21.1, 15.2]",1
24,40,T-Junction,Industrial,Late_Night,Weekday,3.86,0.69,-8.6,45,32.25,"[222, 314, 257, 206, 295, 186, 314, 299, 319, 242]","[38.0, 40.9, 40.1, 37.2, 37.7, 38.7, 34.6, 43.9, 40.2, 39.0]",0
5,17,4-Way,Industrial,Midday,Weekday,1.57,0.79,5.2,30,55.06,"[194, 191, 346, 218, 280, 258, 111, 339, 284, 211]","[26.9, 21.3, 36.1, 22.5, 24.4, 23.4, 27.4, 33.9, 35.9, 25.0]",0
46,7,T-Junction,Commercial,Midday,Weekday,3.5,0.24,0.2,30,94.07,"[637, 608, 501, 842, 736, 618, 758, 721, 608, 632]","[33.0, 25.4, 28.0, 21.5, 22.4, 16.7, 14.7, 11.3, 7.6, 5.5]",1
12,45,T-Junction,Commercial,Midday,Weekend,0.36,0.86,-2.6,60,48.35,"[318, 134, 188, 213, 196, 325, 312, 279, 218, 316]","[46.1, 64.7, 50.6, 52.7, 51.9, 48.6, 63.6, 57.9, 60.1, 47.9]",0
21,42,Roundabout,Commercial,Midday,Weekday,3.04,0.66,-4.2,75,63.37,"[259, 276, 263, 191, 303, 256, 202, 157, 280, 372]","[62.4, 68.4, 73.1, 61.2, 65.1, 63.2, 72.4, 74.1, 68.3, 63.3]",0
3,12,4-Way,Commercial,Morning_Rush,Weekday,7.33,0.33,-1.2,60,77.03,"[555, 536, 502, 589, 657, 649, 599, 605, 591, 470]","[60.3, 53.5, 46.6, 44.7, 37.4, 33.8, 29.7, 20.8, 17.5, 8.4]",1
1,15,4-Way,Commercial,Evening_Rush,Weekend,9.36,0.36,3.4,45,88.81,"[753, 464, 548, 733, 576, 480, 671, 669, 536, 547]","[44.1, 40.6, 33.2, 32.6, 32.6, 23.2, 19.8, 14.6, 14.2, 11.4]",1
2,13,4-Way,Commercial,Morning_Rush,Weekday,0.85,0.81,2.7,75,56.47,"[309, 187, 274, 321, 275, 273, 226, 261, 311, 266]","[61.3, 65.2, 73.5, 69.1, 68.1, 64.7, 73.4, 75.8, 73.8, 74.7]",0
45,8,Roundabout,Residential,Morning_Rush,Weekday,1.44,0.76,-3.5,60,0.41,"[232, 224, 242, 251, 321, 308, 276, 178, 165, 262]","[58.4, 53.6, 63.6, 48.6, 48.0, 50.7, 50.5, 56.6, 51.9, 46.3]",0
29,8,Highway-Exit,Residential,Midday,Weekday,4.71,0.82,-4.2,75,31.73,"[294, 162, 196, 168, 260, 259, 345, 295, 322, 264]","[62.6, 68.1, 70.5, 71.0, 65.1, 69.9, 62.8, 62.3, 61.9, 67.6]",0
3,4,T-Junction,Commercial,Midday,Weekday,3.49,0.8,3.3,75,58.99,"[191, 228, 295, 198, 224, 253, 262, 225, 289, 279]","[73.2, 67.1, 64.9, 64.1, 69.0, 65.6, 64.7, 65.3, 64.1, 68.5]",0
47,46,4-Way,Residential,Midday,Weekend,2.98,0.7,-3.6,60,45.49,"[179, 265, 283, 220, 346, 250, 171, 235, 253, 272]","[52.7, 48.9, 48.5, 50.7, 51.2, 48.3, 50.3, 57.3, 62.2, 57.8]",0
42,10,4-Way,Commercial,Midday,Weekend,4.76,0.86,0.3,75,16.07,"[315, 298, 291, 233, 257, 228, 239, 253, 285, 271]","[66.7, 67.8, 69.7, 70.8, 59.9, 62.1, 73.0, 67.2, 65.4, 66.2]",0
28,18,Highway-Exit,Commercial,Morning_Rush,Weekday,7.88,0.47,0.6,45,91.76,"[573, 655, 489, 602, 624, 639, 622, 651, 542, 505]","[49.9, 40.4, 36.6, 34.4, 32.2, 23.9, 19.0, 14.5, 16.2, 6.9]",1
44,37,4-Way,Residential,Morning_Rush,Weekend,9.45,0.0,1.6,30,77.03,"[597, 502, 455, 570, 506, 530, 800, 642, 693, 682]","[29.8, 26.5, 25.2, 22.3, 18.2, 16.9, 12.6, 11.0, 8.0, 3.5]",1
32,9,T-Junction,Residential,Late_Night,Weekday,3.84,0.78,4.3,30,80.42,"[364, 506, 780, 569, 677, 387, 499, 464, 579, 842]","[30.9, 30.7, 24.2, 24.7, 23.5, 16.4, 12.9, 8.7, 8.0, 6.2]",1
12,15,Roundabout,Residential,Late_Night,Weekday,2.14,0.85,-6.3,75,22.32,"[351, 185, 252, 159, 228, 265, 275, 279, 269, 279]","[67.7, 62.3, 58.2, 64.8, 66.8, 73.8, 67.0, 66.5, 69.4, 66.1]",0
46,28,T-Junction,Commercial,Midday,Weekday,0.4,0.78,-9.6,30,42.86,"[290, 348, 359, 254, 266, 328, 242, 283, 193, 234]","[32.8, 23.4, 26.4, 19.1, 37.0, 33.3, 27.9, 29.5, 29.0, 33.9]",0
38,4,T-Junction,Industrial,Midday,Weekday,2.14,0.94,-2.8,75,50.13,"[224, 286, 303, 310, 137, 220, 199, 257, 149, 147]","[78.4, 70.6, 68.1, 69.3, 68.2, 72.5, 64.3, 68.4, 68.6, 62.3]",0
31,17,Highway-Exit,Residential,Midday,Weekday,4.93,0.98,9.0,60,53.41,"[313, 227, 300, 255, 331, 197, 195, 204, 256, 327]","[62.0, 42.5, 55.2, 37.9, 58.0, 59.6, 53.8, 54.4, 54.4, 50.1]",0
27,41,4-Way,Residential,Late_Night,Weekend,5.6,0.79,10.1,45,0.0,"[271, 238, 296, 244, 206, 173, 156, 315, 227, 266]","[49.4, 37.7, 37.4, 39.8, 40.6, 49.9, 48.3, 43.6, 47.7, 39.6]",0
36,41,Highway-Exit,Residential,Morning_Rush,Weekend,3.91,0.39,9.2,30,75.26,"[629, 569, 470, 720, 653, 601, 599, 449, 502, 633]","[28.9, 26.9, 24.5, 20.6, 17.4, 13.4, 13.7, 12.6, 5.4, 6.0]",1
27,43,T-Junction,Industrial,Midday,Weekday,0.0,0.7,-1.0,60,33.91,"[264, 200, 321, 230, 244, 241, 161, 300, 202, 238]","[57.0, 61.3, 48.6, 51.8, 60.9, 56.3, 57.4, 48.7, 52.1, 53.2]",0
26,34,Roundabout,Residential,Evening_Rush,Weekday,5.17,0.79,-8.9,45,51.44,"[207, 166, 224, 317, 252, 318, 258, 211, 313, 260]","[45.3, 35.2, 45.7, 45.8, 41.9, 36.5, 40.3, 43.6, 41.7, 43.5]",0
24,35,Roundabout,Residential,Midday,Weekend,0.0,0.78,-11.7,30,49.78,"[300, 217, 192, 248, 233, 289, 196, 301, 317, 250]","[27.3, 23.2, 24.3, 25.0, 34.2, 26.6, 20.4, 28.3, 31.1, 26.9]",0
29,21,T-Junction,Industrial,Evening_Rush,Weekend,9.33,0.46,-3.1,30,90.16,"[746, 677, 495, 544, 622, 433, 633, 423, 702, 690]","[31.0, 26.0, 25.0, 21.0, 17.3, 16.0, 15.4, 11.4, 11.6, 7.5]",1
5,23,Highway-Exit,Residential,Midday,Weekend,2.26,0.83,-1.0,45,32.33,"[282, 169, 235, 196, 240, 215, 231, 303, 273, 300]","[32.5, 40.8, 45.3, 48.0, 32.8, 38.7, 45.7, 39.5, 35.9, 32.8]",0
29,11,T-Junction,Commercial,Morning_Rush,Weekday,4.41,0.86,6.5,60,33.45,"[202, 165, 252, 294, 186, 262, 292, 249, 169, 269]","[53.7, 53.2, 51.3, 54.4, 56.5, 66.0, 54.6, 61.6, 55.8, 53.5]",0
8,38,Highway-Exit,Residential,Midday,Weekend,0.34,0.82,4.3,60,25.43,"[257, 188, 265, 150, 206, 255, 309, 321, 238, 257]","[58.9, 47.4, 56.0, 49.9, 53.1, 51.7, 56.2, 56.8, 58.5, 55.7]",0
5,11,T-Junction,Commercial,Evening_Rush,Weekday,5.34,0.68,1.1,30,55.36,"[258, 342, 173, 334, 235, 278, 233, 214, 274, 302]","[29.4, 24.3, 45.1, 33.0, 31.7, 25.2, 23.9, 25.6, 32.4, 22.0]",0
28,34,T-Junction,Commercial,Midday,Weekday,0.07,0.71,-4.4,45,21.59,"[196, 276, 265, 211, 195, 321, 267, 181, 185, 231]","[44.2, 43.5, 46.2, 33.0, 41.6, 47.6, 47.2, 42.3, 52.2, 43.5]",0
22,49,Highway-Exit,Residential,Late_Night,Weekday,8.62,0.02,-4.8,60,80.43,"[704, 604, 521, 512, 618, 578, 423, 497, 568, 672]","[60.0, 54.5, 47.4, 44.0, 41.3, 33.6, 25.0, 20.2, 18.5, 11.6]",1
5,18,Roundabout,Industrial,Morning_Rush,Weekday,1.0,0.77,1.3,45,44.16,"[246, 219, 275, 234, 240, 207, 296, 238, 280, 190]","[49.2, 46.9, 31.0, 36.5, 42.9, 33.9, 39.8, 42.6, 39.6, 43.2]",0
21,36,4-Way,Industrial,Evening_Rush,Weekday,0.0,0.91,3.5,45,39.1,"[215, 137, 299, 298, 375, 139, 287, 151, 337, 274]","[35.7, 44.4, 37.7, 42.0, 41.5, 49.2, 49.6, 37.5, 45.8, 42.3]",0
1,13,Roundabout,Commercial,Midday,Weekday,3.19,0.68,2.0,30,26.87,"[179, 215, 366, 267, 299, 239, 223, 251, 236, 175]","[22.0, 30.5, 25.1, 27.1, 28.2, 28.6, 32.7, 21.5, 29.9, 30.8]",0
30,22,4-Way,Residential,Late_Night,Weekday,8.21,0.73,-5.2,45,87.52,"[698, 458, 625, 771, 590, 648, 678, 497, 783, 649]","[46.0, 37.7, 38.6, 34.0, 32.2, 24.4, 19.0, 15.6, 12.0, 6.8]",1
5,39,Roundabout,Commercial,Morning_Rush,Weekend,8.33,0.9,3.3,45,27.05,"[314, 316, 240, 230, 159, 284, 332, 218, 244, 271]","[49.1, 41.5, 41.5, 41.4, 33.4, 33.3, 36.5, 45.6, 38.8, 37.9]",0
41,21,Roundabout,Industrial,Late_Night,Weekday,3.19,0.77,2.1,75,33.4,"[222, 243, 335, 242, 210, 251, 337, 224, 190, 224]","[68.1, 70.9, 72.5, 62.3, 62.7, 65.9, 70.9, 61.2, 64.5, 64.5]",0
4,46,Highway-Exit,Industrial,Evening_Rush,Weekday,5.37,0.17,-5.4,45,100.0,"[694, 652, 690, 733, 569, 481, 481, 416, 554, 561]","[46.6, 41.0, 36.0, 32.8, 26.9, 27.1, 19.4, 14.7, 14.6, 10.1]",1
19,47,4-Way,Residential,Late_Night,Weekday,10.0,0.63,-3.9,60,98.7,"[427, 685, 525, 562, 618, 658, 644, 595, 557, 641]","[59.8, 58.3, 50.5, 42.2, 37.7, 33.4, 30.6, 25.5, 16.5, 10.1]",1
11,49,Highway-Exit,Industrial,Morning_Rush,Weekend,7.07,0.14,3.4,30,92.34,"[493, 625, 830, 653, 440, 527, 537, 517, 561, 636]","[31.4, 29.5, 25.7, 18.1, 17.2, 16.4, 14.3, 13.1, 8.8, 6.1]",1
37,10,Highway-Exit,Residential,Late_Night,Weekday,4.25,0.45,-1.2,30,99.22,"[623, 574, 608, 712, 591, 596, 596, 729, 489, 777]","[27.6, 26.0, 26.2, 24.1, 16.5, 14.5, 14.6, 16.0, 11.2, 5.5]",1
37,1,4-Way,Residential,Midday,Weekday,3.39,0.87,7.9,45,30.08,"[129, 254, 268, 230, 207, 257, 202, 343, 325, 282]","[40.9, 37.2, 40.4, 48.7, 44.8, 41.5, 45.1, 43.2, 42.5, 45.4]",0
7,9,T-Junction,Commercial,Morning_Rush,Weekday,4.07,0.65,2.5,45,40.94,"[275, 292, 258, 237, 222, 216, 169, 204, 202, 224]","[48.3, 39.7, 41.7, 41.9, 48.4, 37.6, 39.4, 40.0, 46.2, 47.2]",0
48,42,T-Junction,Commercial,Evening_Rush,Weekend,8.7,0.51,-2.4,60,78.19,"[647, 723, 617, 582, 717, 648, 526, 699, 579, 566]","[61.8, 54.5, 50.1, 45.3, 37.1, 34.1, 30.7, 20.8, 18.2, 10.3]",1
49,4,Highway-Exit,Residential,Midday,Weekend,2.85,0.83,-0.1,75,42.98,"[301, 300, 232, 360, 305, 285, 282, 299, 200, 259]","[69.4, 65.5, 69.8, 73.7, 65.4, 67.2, 63.4, 58.6, 71.4, 67.4]",0
42,29,Roundabout,Residential,Midday,Weekday,2.88,0.85,0.3,30,70.8,"[252, 200, 240, 304, 250, 251, 260, 188, 281, 187]","[22.3, 21.8, 26.1, 25.2, 27.0, 22.5, 32.0, 31.2, 26.1, 24.6]",0
32,20,T-Junction,Commercial,Late_Night,Weekday,5.82,0.53,-3.6,75,79.11,"[542, 568, 459, 504, 686, 630, 763, 570, 563, 559]","[74.4, 67.0, 62.2, 55.1, 47.3, 44.2, 38.8, 30.7, 22.8, 16.5]",1
38,48,Roundabout,Industrial,Evening_Rush,Weekend,0.87,0.76,-4.6,60,50.42,"[342, 288, 220, 269, 281, 200, 235, 305, 158, 187]","[53.1, 55.8, 47.2, 53.4, 59.8, 54.3, 58.7, 51.0, 50.0, 58.2]",0
39,32,4-Way,Commercial,Midday,Weekday,2.9,0.95,3.5,30,30.14,"[268, 190, 209, 328, 203, 296, 226, 249, 264, 144]","[19.7, 27.4, 23.4, 32.0, 19.0, 29.8, 20.1, 25.2, 21.7, 36.5]",0
30,24,T-Junction,Residential,Midday,Weekday,6.82,0.73,4.2,60,55.0,"[183, 243, 163, 329, 270, 256, 323, 257, 260, 256]","[56.8, 51.5, 52.9, 58.1, 55.4, 53.4, 47.0, 61.5, 50.7, 58.9]",0
2,45,Roundabout,Residential,Midday,Weekday,5.33,0.93,3.0,45,6.26,"[258, 185, 312, 262, 316, 240, 285, 161, 224, 186]","[38.6, 42.9, 37.5, 44.8, 36.2, 44.9, 47.0, 45.6, 38.8, 29.9]",0
